index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
91036,544077,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2/15/2011 15:04,2.95,14825,United Kingdom
91037,544077,48188,DOORMAT WELCOME PUPPIES,1,2/15/2011 15:04,7.95,14825,United Kingdom
91038,544078,22360,GLASS JAR ENGLISH CONFECTIONERY,48,2/15/2011 15:41,2.55,16073,United Kingdom
91039,544079,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2/15/2011 15:44,1.65,14477,United Kingdom
91040,C544080,22423,REGENCY CAKESTAND 3 TIER,-4,2/15/2011 15:46,10.95,17819,United Kingdom
91041,544081,22522,CHILDS GARDEN FORK BLUE ,5,2/15/2011 15:49,0.85,17819,United Kingdom
91042,544081,22521,CHILDS GARDEN TROWEL PINK,5,2/15/2011 15:49,0.85,17819,United Kingdom
91043,544081,22523,CHILDS GARDEN FORK PINK,5,2/15/2011 15:49,0.85,17819,United Kingdom
91044,544081,22520,CHILDS GARDEN TROWEL BLUE ,5,2/15/2011 15:49,0.85,17819,United Kingdom
91045,544081,22514,CHILDS GARDEN SPADE BLUE,2,2/15/2011 15:49,2.1,17819,United Kingdom
91046,544081,22515,CHILDS GARDEN SPADE PINK,2,2/15/2011 15:49,2.1,17819,United Kingdom
91047,544081,22485,SET OF 2 WOODEN MARKET CRATES,2,2/15/2011 15:49,12.75,17819,United Kingdom
91048,544081,22310,IVORY KNITTED MUG COSY ,50,2/15/2011 15:49,1.45,17819,United Kingdom
91049,544081,21868,POTTING SHED TEA MUG,12,2/15/2011 15:49,1.25,17819,United Kingdom
91050,544081,22423,REGENCY CAKESTAND 3 TIER,32,2/15/2011 15:49,10.95,17819,United Kingdom
91051,544081,22699,ROSES REGENCY TEACUP AND SAUCER ,48,2/15/2011 15:49,2.55,17819,United Kingdom
91052,544081,22698,PINK REGENCY TEACUP AND SAUCER,48,2/15/2011 15:49,2.55,17819,United Kingdom
91053,544081,22697,GREEN REGENCY TEACUP AND SAUCER,48,2/15/2011 15:49,2.55,17819,United Kingdom
91054,544082,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1,2/15/2011 15:50,1.25,,United Kingdom
91055,544082,47422,ASSORTED MONKEY SUCTION CUP HOOK,2,2/15/2011 15:50,0.42,,United Kingdom
91056,544083,22727,ALARM CLOCK BAKELIKE RED ,12,2/15/2011 15:51,3.75,15606,United Kingdom
91057,544083,22728,ALARM CLOCK BAKELIKE PINK,8,2/15/2011 15:51,3.75,15606,United Kingdom
91058,544083,22730,ALARM CLOCK BAKELIKE IVORY,4,2/15/2011 15:51,3.75,15606,United Kingdom
91059,544083,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,2/15/2011 15:51,3.75,15606,United Kingdom
91060,544083,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2/15/2011 15:51,2.1,15606,United Kingdom
91061,544083,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2/15/2011 15:51,1.25,15606,United Kingdom
91062,544083,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2/15/2011 15:51,4.95,15606,United Kingdom
91063,544083,22726,ALARM CLOCK BAKELIKE GREEN,12,2/15/2011 15:51,3.75,15606,United Kingdom
91064,544083,84378,SET OF 3 HEART COOKIE CUTTERS,12,2/15/2011 15:51,1.25,15606,United Kingdom
91065,544083,79160,HEART SHAPE WIRELESS DOORBELL,48,2/15/2011 15:51,1.69,15606,United Kingdom
91066,544084,22197,SMALL POPCORN HOLDER,12,2/15/2011 16:27,0.85,14760,United Kingdom
91067,544084,22469,HEART OF WICKER SMALL,12,2/15/2011 16:27,1.65,14760,United Kingdom
91068,544084,22363,GLASS JAR MARMALADE ,6,2/15/2011 16:27,2.95,14760,United Kingdom
91069,544084,22364,GLASS JAR DIGESTIVE BISCUITS,6,2/15/2011 16:27,2.95,14760,United Kingdom
91070,544084,22502,PICNIC BASKET WICKER SMALL,4,2/15/2011 16:27,5.95,14760,United Kingdom
91071,544085,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,2/15/2011 16:49,5.45,,United Kingdom
91072,544086,21785,,-7,2/15/2011 16:49,0,,United Kingdom
91073,544087,M,Manual,1,2/15/2011 17:02,3.75,17530,United Kingdom
91074,544087,85194L,HANGING SPRING FLOWER EGG LARGE,3,2/15/2011 17:02,0.85,17530,United Kingdom
91075,544087,85186A,EASTER BUNNY GARLAND OF FLOWERS,6,2/15/2011 17:02,0.42,17530,United Kingdom
91076,544087,85186C,BUNNY EGG GARLAND,4,2/15/2011 17:02,0.42,17530,United Kingdom
91077,544087,85188B,PINK METAL SWINGING BUNNY,2,2/15/2011 17:02,0.85,17530,United Kingdom
91078,544087,21383,PACK OF 12 STICKY BUNNIES,2,2/15/2011 17:02,0.65,17530,United Kingdom
91079,544087,85187,S/12 MINI RABBIT EASTER,2,2/15/2011 17:02,1.65,17530,United Kingdom
91080,544087,M,Manual,2,2/15/2011 17:02,0.42,17530,United Kingdom
91081,544087,84452,METAL RABBIT LADDER EASTER ,4,2/15/2011 17:02,0.85,17530,United Kingdom
91082,544087,85152,HAND OVER THE CHOCOLATE   SIGN ,7,2/15/2011 17:02,2.1,17530,United Kingdom
91083,544087,21908,CHOCOLATE THIS WAY METAL SIGN,6,2/15/2011 17:02,2.1,17530,United Kingdom
91084,544087,22232,JIGSAW TOADSTOOLS 3 PIECE,2,2/15/2011 17:02,1.65,17530,United Kingdom
91085,544087,22694,WICKER STAR ,1,2/15/2011 17:02,2.1,17530,United Kingdom
91086,544087,22670,FRENCH WC SIGN BLUE METAL,1,2/15/2011 17:02,1.25,17530,United Kingdom
91087,544087,22584,PACK OF 6 PANNETONE GIFT BOXES,2,2/15/2011 17:02,2.55,17530,United Kingdom
91088,544087,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2/15/2011 17:02,1.25,17530,United Kingdom
91089,544087,22971,QUEENS GUARD COFFEE MUG,3,2/15/2011 17:02,2.55,17530,United Kingdom
91090,544087,22970,LONDON BUS COFFEE MUG,3,2/15/2011 17:02,2.55,17530,United Kingdom
91091,544087,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,1,2/15/2011 17:02,5.45,17530,United Kingdom
91092,544087,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,2,2/15/2011 17:02,1.65,17530,United Kingdom
91093,544087,22972,CHILDREN'S SPACEBOY MUG,2,2/15/2011 17:02,1.65,17530,United Kingdom
91094,544087,20756,GREEN FERN POCKET BOOK,3,2/15/2011 17:02,0.85,17530,United Kingdom
91095,544087,20760,GARDEN PATH POCKET BOOK,3,2/15/2011 17:02,0.85,17530,United Kingdom
91096,544087,84992,72 SWEETHEART FAIRY CAKE CASES,2,2/15/2011 17:02,0.55,17530,United Kingdom
91097,544087,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2/15/2011 17:02,0.55,17530,United Kingdom
91098,544087,84991,60 TEATIME FAIRY CAKE CASES,3,2/15/2011 17:02,0.55,17530,United Kingdom
91099,544087,20755,BLUE PAISLEY POCKET BOOK,3,2/15/2011 17:02,0.85,17530,United Kingdom
91100,544087,20758,ABSTRACT CIRCLES POCKET BOOK,6,2/15/2011 17:02,0.85,17530,United Kingdom
91101,544087,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2/15/2011 17:02,2.1,17530,United Kingdom
91102,544087,21591,COSY HOUR CIGAR BOX MATCHES ,7,2/15/2011 17:02,1.25,17530,United Kingdom
91103,544087,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2/15/2011 17:02,1.25,17530,United Kingdom
91104,544087,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2/15/2011 17:02,1.25,17530,United Kingdom
91105,544087,22470,HEART OF WICKER LARGE,1,2/15/2011 17:02,2.95,17530,United Kingdom
91106,544087,84970S,HANGING HEART ZINC T-LIGHT HOLDER,5,2/15/2011 17:02,0.85,17530,United Kingdom
91107,544087,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1,2/15/2011 17:02,1.25,17530,United Kingdom
91108,544087,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2/15/2011 17:02,0.85,17530,United Kingdom
91109,544087,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,2/15/2011 17:02,1.25,17530,United Kingdom
91110,544087,20762,GREEN FERN SKETCHBOOK ,1,2/15/2011 17:02,3.75,17530,United Kingdom
91111,544087,20763,DAISY SKETCHBOOK ,1,2/15/2011 17:02,3.75,17530,United Kingdom
91112,544087,22843,BISCUIT TIN VINTAGE GREEN,1,2/15/2011 17:02,6.75,17530,United Kingdom
91113,544087,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,2/15/2011 17:02,0.85,17530,United Kingdom
91114,544087,22587,FELTCRAFT HAIRBAND RED AND BLUE,2,2/15/2011 17:02,0.85,17530,United Kingdom
91115,544087,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2/15/2011 17:02,0.85,17530,United Kingdom
91116,544087,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2/15/2011 17:02,1.25,17530,United Kingdom
91117,544087,20972,PINK CREAM FELT CRAFT TRINKET BOX ,4,2/15/2011 17:02,1.25,17530,United Kingdom
91118,544087,22940,FELTCRAFT CHRISTMAS FAIRY,2,2/15/2011 17:02,4.25,17530,United Kingdom
91119,544087,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2/15/2011 17:02,3.75,17530,United Kingdom
91120,544087,22273,FELTCRAFT DOLL MOLLY,2,2/15/2011 17:02,2.95,17530,United Kingdom
91121,544087,22271,FELTCRAFT DOLL ROSIE,2,2/15/2011 17:02,2.95,17530,United Kingdom
91122,544087,22274,FELTCRAFT DOLL EMILY,2,2/15/2011 17:02,2.95,17530,United Kingdom
91123,544087,22147,FELTCRAFT BUTTERFLY HEARTS,2,2/15/2011 17:02,1.45,17530,United Kingdom
91124,544087,22835,HOT WATER BOTTLE I AM SO POORLY,2,2/15/2011 17:02,4.65,17530,United Kingdom
91125,544087,20846,ZINC HEART LATTICE T-LIGHT HOLDER,5,2/15/2011 17:02,1.25,17530,United Kingdom
91126,544087,22926,IVORY GIANT GARDEN THERMOMETER,1,2/15/2011 17:02,5.95,17530,United Kingdom
91127,544087,22925,BLUE GIANT GARDEN THERMOMETER,1,2/15/2011 17:02,5.95,17530,United Kingdom
91128,544087,22927,GREEN GIANT GARDEN THERMOMETER,1,2/15/2011 17:02,5.95,17530,United Kingdom
91129,544087,22021,BLUE FELT EASTER EGG BASKET,1,2/15/2011 17:02,1.65,17530,United Kingdom
91130,544087,21739,COSY SLIPPER SHOES SMALL GREEN,2,2/15/2011 17:02,2.95,17530,United Kingdom
91131,544087,21738,COSY SLIPPER SHOES SMALL  RED ,2,2/15/2011 17:02,2.95,17530,United Kingdom
91132,544087,22988,SOLDIERS EGG CUP ,8,2/15/2011 17:02,1.25,17530,United Kingdom
91133,544087,22976,CIRCUS PARADE CHILDRENS EGG CUP ,4,2/15/2011 17:02,1.25,17530,United Kingdom
91134,544087,20759,CHRYSANTHEMUM POCKET BOOK ,3,2/15/2011 17:02,0.85,17530,United Kingdom
91135,544087,21592,RETROSPOT CIGAR BOX MATCHES ,7,2/15/2011 17:02,1.25,17530,United Kingdom
91136,544087,22659,LUNCH BOX I LOVE LONDON,2,2/15/2011 17:02,1.95,17530,United Kingdom
91137,544087,21364,PEACE SMALL WOOD LETTERS,1,2/15/2011 17:02,6.75,17530,United Kingdom
91138,544087,22752,SET 7 BABUSHKA NESTING BOXES,1,2/15/2011 17:02,8.5,17530,United Kingdom
91139,544087,22498,WOODEN REGATTA BUNTING,2,2/15/2011 17:02,5.95,17530,United Kingdom
91140,544087,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2/15/2011 17:02,2.95,17530,United Kingdom
91141,544087,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2/15/2011 17:02,2.55,17530,United Kingdom
91142,544087,21034,REX CASH+CARRY JUMBO SHOPPER,2,2/15/2011 17:02,0.95,17530,United Kingdom
91143,544088,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,2/15/2011 17:18,4.25,,United Kingdom
91144,544088,22607,WOODEN ROUNDERS GARDEN SET ,1,2/15/2011 17:18,9.95,,United Kingdom
91145,544089,20676,RED RETROSPOT BOWL,1,2/15/2011 17:51,2.46,,United Kingdom
91146,544089,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2/15/2011 17:51,2.46,,United Kingdom
91147,544089,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/15/2011 17:51,1.63,,United Kingdom
91148,544089,21181,PLEASE ONE PERSON METAL SIGN,1,2/15/2011 17:51,4.13,,United Kingdom
91149,544089,21204,DAISIES  HONEYCOMB GARLAND ,1,2/15/2011 17:51,3.29,,United Kingdom
91150,544089,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2/15/2011 17:51,10.79,,United Kingdom
91151,544089,21314,SMALL GLASS HEART TRINKET POT,12,2/15/2011 17:51,4.13,,United Kingdom
91152,544089,21326,AGED GLASS SILVER T-LIGHT HOLDER,2,2/15/2011 17:51,1.63,,United Kingdom
91153,544089,21086,SET/6 RED SPOTTY PAPER CUPS,2,2/15/2011 17:51,1.63,,United Kingdom
91154,544089,21506,"FANCY FONT BIRTHDAY CARD, ",1,2/15/2011 17:51,0.83,,United Kingdom
91155,544089,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,2/15/2011 17:51,4.13,,United Kingdom
91156,544089,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2/15/2011 17:51,2.92,,United Kingdom
91157,544089,21993,FLORAL FOLK STATIONERY SET,1,2/15/2011 17:51,2.46,,United Kingdom
91158,544089,22092,BLUE PAISLEY TISSUE BOX,1,2/15/2011 17:51,2.46,,United Kingdom
91159,544089,22167, OVAL WALL MIRROR DIAMANTE ,1,2/15/2011 17:51,8.29,,United Kingdom
91160,544089,22219,LOVEBIRD HANGING DECORATION WHITE ,3,2/15/2011 17:51,1.63,,United Kingdom
91161,544089,22294,HEART FILIGREE DOVE  SMALL,1,2/15/2011 17:51,2.46,,United Kingdom
91162,544089,22419,LIPSTICK PEN RED,1,2/15/2011 17:51,0.83,,United Kingdom
91163,544089,22446,PIN CUSHION BABUSHKA PINK,1,2/15/2011 17:51,6.63,,United Kingdom
91164,544089,22602,RETROSPOT WOODEN HEART DECORATION,12,2/15/2011 17:51,1.63,,United Kingdom
91165,544089,22624,IVORY KITCHEN SCALES,1,2/15/2011 17:51,8.5,,United Kingdom
91166,544089,22692,DOORMAT WELCOME TO OUR HOME,1,2/15/2011 17:51,7.95,,United Kingdom
91167,544089,22697,GREEN REGENCY TEACUP AND SAUCER,1,2/15/2011 17:51,5.79,,United Kingdom
91168,544089,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2/15/2011 17:51,5.79,,United Kingdom
91169,544089,22716,CARD CIRCUS PARADE,1,2/15/2011 17:51,0.83,,United Kingdom
91170,544089,21564,PINK  HEART SHAPE LOVE BUCKET ,1,2/15/2011 17:51,5.79,,United Kingdom
91171,544089,21580,RABBIT  DESIGN  COTTON TOTE BAG,4,2/15/2011 17:51,4.96,,United Kingdom
91172,544089,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2/15/2011 17:51,7.46,,United Kingdom
91173,544089,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2/15/2011 17:51,7.46,,United Kingdom
91174,544089,84913A,SOFT PINK ROSE TOWEL ,3,2/15/2011 17:51,3.29,,United Kingdom
91175,544089,84913B,MINT GREEN ROSE TOWEL,3,2/15/2011 17:51,3.29,,United Kingdom
91176,544089,84927A,WAKE UP COCKEREL TILE HOOK,1,2/15/2011 17:51,4.13,,United Kingdom
91177,544089,84946,ANTIQUE SILVER TEA GLASS ETCHED,27,2/15/2011 17:51,2.46,,United Kingdom
91178,544089,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1,2/15/2011 17:51,2.08,,United Kingdom
91179,544089,84978,HANGING HEART JAR T-LIGHT HOLDER,11,2/15/2011 17:51,2.46,,United Kingdom
91180,544089,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2/15/2011 17:51,2.92,,United Kingdom
91181,544089,84992,72 SWEETHEART FAIRY CAKE CASES,1,2/15/2011 17:51,1.25,,United Kingdom
91182,544089,85015,SET OF 12  VINTAGE POSTCARD SET,1,2/15/2011 17:51,2.46,,United Kingdom
91183,544089,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,2/15/2011 17:51,0.83,,United Kingdom
91184,544089,85053,FRENCH ENAMEL CANDLEHOLDER,1,2/15/2011 17:51,4.13,,United Kingdom
91185,544089,85066,CREAM SWEETHEART MINI CHEST,1,2/15/2011 17:51,12.75,,United Kingdom
91186,544089,85093,CANDY SPOT EGG WARMER HARE,16,2/15/2011 17:51,2.46,,United Kingdom
91187,544089,85116,BLACK CANDELABRA T-LIGHT HOLDER,2,2/15/2011 17:51,1.63,,United Kingdom
91188,544089,21090,SET/6 COLLAGE PAPER PLATES,1,2/15/2011 17:51,0.83,,United Kingdom
91189,544089,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2/15/2011 17:51,5.79,,United Kingdom
91190,544089,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2,2/15/2011 17:51,1.63,,United Kingdom
91191,544089,21879,HEARTS GIFT TAPE,2,2/15/2011 17:51,1.63,,United Kingdom
91192,544089,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2/15/2011 17:51,1.25,,United Kingdom
91193,544089,22024,RAINY LADIES BIRTHDAY CARD,1,2/15/2011 17:51,0.83,,United Kingdom
91194,544089,22099,CARAVAN SQUARE TISSUE BOX,1,2/15/2011 17:51,2.46,,United Kingdom
91195,544089,22189,CREAM HEART CARD HOLDER,1,2/15/2011 17:51,8.29,,United Kingdom
91196,544089,22224,WHITE LOVEBIRD LANTERN,1,2/15/2011 17:51,5.79,,United Kingdom
91197,544089,22314,OFFICE MUG WARMER CHOC+BLUE,1,2/15/2011 17:51,5.79,,United Kingdom
91198,544089,22421,LIPSTICK PEN FUSCHIA,1,2/15/2011 17:51,0.83,,United Kingdom
91199,544089,22457,NATURAL SLATE HEART CHALKBOARD ,2,2/15/2011 17:51,5.79,,United Kingdom
91200,544089,22717,CARD DOG AND BALL ,1,2/15/2011 17:51,0.83,,United Kingdom
91201,544089,22811,SET OF 6 T-LIGHTS CACTI ,1,2/15/2011 17:51,5.79,,United Kingdom
91202,544089,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2/15/2011 17:51,8.29,,United Kingdom
91203,544089,22465,HANGING METAL STAR LANTERN,2,2/15/2011 17:51,3.29,,United Kingdom
91204,544089,22467,GUMBALL COAT RACK,2,2/15/2011 17:51,4.96,,United Kingdom
91205,544089,22469,HEART OF WICKER SMALL,2,2/15/2011 17:51,3.29,,United Kingdom
91206,544089,22479,DAISY GARDEN MARKER,1,2/15/2011 17:51,2.46,,United Kingdom
91207,544089,22538,MINI JIGSAW GO TO THE FAIR,1,2/15/2011 17:51,0.83,,United Kingdom
91208,544089,22321,BIRD DECORATION RED RETROSPOT,1,2/15/2011 17:51,1.63,,United Kingdom
91209,544089,22322,BIRD DECORATION GREEN POLKADOT,1,2/15/2011 17:51,1.63,,United Kingdom
91210,544089,22429,ENAMEL MEASURING JUG CREAM,1,2/15/2011 17:51,8.29,,United Kingdom
91211,544089,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2/15/2011 17:51,8.29,,United Kingdom
91212,544089,22195,LARGE HEART MEASURING SPOONS,1,2/15/2011 17:51,3.29,,United Kingdom
91213,544089,22196,SMALL HEART MEASURING SPOONS,1,2/15/2011 17:51,1.63,,United Kingdom
91214,544089,22197,SMALL POPCORN HOLDER,5,2/15/2011 17:51,1.63,,United Kingdom
91215,544089,21161,KEEP OUT BOYS DOOR HANGER ,1,2/15/2011 17:51,3.29,,United Kingdom
91216,544089,21454,PAINTED PINK RABBIT ,1,2/15/2011 17:51,0.83,,United Kingdom
91217,544089,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2/15/2011 17:51,4.13,,United Kingdom
91218,544089,21935,SUKI  SHOULDER BAG,1,2/15/2011 17:51,3.29,,United Kingdom
91219,544089,21992,VINTAGE PAISLEY STATIONERY SET,3,2/15/2011 17:51,2.46,,United Kingdom
91220,544089,22090,PAPER BUNTING RETROSPOT,5,2/15/2011 17:51,5.79,,United Kingdom
91221,544089,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2/15/2011 17:51,10.79,,United Kingdom
91222,544089,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2/15/2011 17:51,4.13,,United Kingdom
91223,544089,22274,FELTCRAFT DOLL EMILY,1,2/15/2011 17:51,5.79,,United Kingdom
91224,544089,22348,TEA BAG PLATE RED RETROSPOT,1,2/15/2011 17:51,1.63,,United Kingdom
91225,544089,22435,SET OF 9 HEART SHAPED BALLOONS,10,2/15/2011 17:51,2.46,,United Kingdom
91226,544089,22539,MINI JIGSAW DOLLY GIRL,1,2/15/2011 17:51,0.83,,United Kingdom
91227,544089,22729,ALARM CLOCK BAKELIKE ORANGE,1,2/15/2011 17:51,7.46,,United Kingdom
91228,544089,22819,"BIRTHDAY CARD, RETRO SPOT",1,2/15/2011 17:51,0.83,,United Kingdom
91229,544089,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,5,2/15/2011 17:51,1.63,,United Kingdom
91230,544089,22871,NUMBER TILE COTTAGE GARDEN 3 ,1,2/15/2011 17:51,4.13,,United Kingdom
91231,544089,22875,NUMBER TILE COTTAGE GARDEN 7,1,2/15/2011 17:51,4.13,,United Kingdom
91232,544089,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2/15/2011 17:51,1.63,,United Kingdom
91233,544089,22961,JAM MAKING SET PRINTED,2,2/15/2011 17:51,3.29,,United Kingdom
91234,544089,22963,JAM JAR WITH GREEN LID,1,2/15/2011 17:51,1.63,,United Kingdom
91235,544089,22135,MINI LADLE LOVE HEART PINK,1,2/15/2011 17:51,0.83,,United Kingdom
91236,544089,22136,LOVE HEART SOCK HANGER,1,2/15/2011 17:51,3.29,,United Kingdom
91237,544089,22150,3 STRIPEY MICE FELTCRAFT,1,2/15/2011 17:51,4.13,,United Kingdom
91238,544089,35095B,RED VICTORIAN FABRIC OVAL BOX,2,2/15/2011 17:51,0.83,,United Kingdom
91239,544089,35915B,BLUE KNITTED HEN ,1,2/15/2011 17:51,0.83,,United Kingdom
91240,544089,35915C,PEACH KNITTED HEN ,1,2/15/2011 17:51,0.83,,United Kingdom
91241,544089,37370,RETRO COFFEE MUGS ASSORTED,1,2/15/2011 17:51,15.79,,United Kingdom
91242,544089,46776C,WOVEN FROST CUSHION COVER,7,2/15/2011 17:51,4.13,,United Kingdom
91243,544089,46776F,WOVEN ROSE GARDEN CUSHION COVER ,2,2/15/2011 17:51,4.13,,United Kingdom
91244,544089,48187,DOORMAT NEW ENGLAND,1,2/15/2011 17:51,14.13,,United Kingdom
91245,544089,79000,MOROCCAN TEA GLASS,3,2/15/2011 17:51,1.65,,United Kingdom
91246,544089,79144B,PAINTED LIGHTBULB STAR+ MOON,1,2/15/2011 17:51,0.83,,United Kingdom
91247,544089,82578,KITCHEN METAL SIGN,1,2/15/2011 17:51,1.25,,United Kingdom
91248,544089,82583,HOT BATHS METAL SIGN,1,2/15/2011 17:51,2.1,,United Kingdom
91249,544089,82600,NO SINGING METAL SIGN,1,2/15/2011 17:51,4.13,,United Kingdom
91250,544089,84006,MAGIC TREE -PAPER FLOWERS,9,2/15/2011 17:51,1.63,,United Kingdom
91251,544089,84212,"ASSORTED FLOWER COLOUR ""LEIS""",1,2/15/2011 17:51,4.96,,United Kingdom
91252,544089,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",1,2/15/2011 17:51,0.83,,United Kingdom
91253,544089,84360,TABLE LAMP WHITE SHADE WOOD BASE,1,2/15/2011 17:51,13.29,,United Kingdom
91254,544089,84378,SET OF 3 HEART COOKIE CUTTERS,1,2/15/2011 17:51,2.46,,United Kingdom
91255,544089,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2/15/2011 17:51,2.46,,United Kingdom
91256,544089,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1,2/15/2011 17:51,2.46,,United Kingdom
91257,544089,22247,BUNNY DECORATION MAGIC GARDEN,1,2/15/2011 17:51,1.63,,United Kingdom
91258,544089,22035,VINTAGE CARAVAN GREETING CARD ,1,2/15/2011 17:51,0.83,,United Kingdom
91259,544089,22064,PINK DOUGHNUT TRINKET POT ,1,2/15/2011 17:51,3.29,,United Kingdom
91260,544089,22077,6 RIBBONS RUSTIC CHARM,1,2/15/2011 17:51,3.29,,United Kingdom
91261,544089,21990,MODERN FLORAL STATIONERY SET,1,2/15/2011 17:51,2.46,,United Kingdom
91262,544089,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2/15/2011 17:51,2.46,,United Kingdom
91263,544089,21718,RED METAL BEACH SPADE ,21,2/15/2011 17:51,2.46,,United Kingdom
91264,544089,21754,HOME BUILDING BLOCK WORD,2,2/15/2011 17:51,11.63,,United Kingdom
91265,544089,21756,BATH BUILDING BLOCK WORD,1,2/15/2011 17:51,11.63,,United Kingdom
91266,544089,21832,CHOCOLATE CALCULATOR,1,2/15/2011 17:51,3.29,,United Kingdom
91267,544089,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2/15/2011 17:51,8.29,,United Kingdom
91268,544089,21439,BASKET OF TOADSTOOLS,4,2/15/2011 17:51,2.46,,United Kingdom
91269,544089,21447,12 IVORY ROSE PEG PLACE SETTINGS,3,2/15/2011 17:51,2.46,,United Kingdom
91270,544089,21448,12 DAISY PEGS IN WOOD BOX,1,2/15/2011 17:51,3.29,,United Kingdom
91271,544089,21094,SET/6 RED SPOTTY PAPER PLATES,3,2/15/2011 17:51,0.83,,United Kingdom
91272,544089,21095,SET/6 POSIES PAPER PLATES,15,2/15/2011 17:51,1.63,,United Kingdom
91273,544089,21880,RED RETROSPOT TAPE,1,2/15/2011 17:51,0.42,,United Kingdom
91274,544089,85131B,BEADED CRYSTAL HEART GREEN ON STICK,11,2/15/2011 17:51,0.83,,United Kingdom
91275,544089,85174,S/4 CACTI CANDLES,1,2/15/2011 17:51,10.79,,United Kingdom
91276,544089,85203,HANGING WOOD AND FELT BUTTERFLY ,2,2/15/2011 17:51,0.79,,United Kingdom
91277,544089,85204,HANGING WOOD AND FELT FLOWER,2,2/15/2011 17:51,0.42,,United Kingdom
91278,544089,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2/15/2011 17:51,16.67,,United Kingdom
91279,544089,DOT,DOTCOM POSTAGE,1,2/15/2011 17:51,111.86,,United Kingdom
91280,544089,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2/15/2011 17:51,3.95,,United Kingdom
91281,544089,22973,CHILDREN'S CIRCUS PARADE MUG,3,2/15/2011 17:51,1.65,,United Kingdom
91282,544089,22974,CHILDRENS DOLLY GIRL MUG,3,2/15/2011 17:51,1.65,,United Kingdom
91283,544089,21977,PACK OF 60 PINK PAISLEY CAKE CASES,8,2/15/2011 17:51,0.55,,United Kingdom
91284,544089,20979,36 PENCILS TUBE RED RETROSPOT,12,2/15/2011 17:51,1.25,,United Kingdom
91285,544089,15056N,EDWARDIAN PARASOL NATURAL,3,2/15/2011 17:51,5.95,,United Kingdom
91286,544089,84406B,CREAM CUPID HEARTS COAT HANGER,3,2/15/2011 17:51,4.15,,United Kingdom
91287,544089,22087,PAPER BUNTING WHITE LACE,3,2/15/2011 17:51,2.95,,United Kingdom
